date,Real GDP (Level),Nominal GDP,Real Personal Consumption Expenditures,Real Gross Private Domestic Investment,Real Exports of Goods and Services,Real Imports of Goods and Services,Government Consumption Expenditures and Gross Investment
2019-10-01,567237.9,564583.8,,,93795.6,91376.6,
2020-01-01,569327.7,567718.5,,,90373.5,87903.5,
2020-04-01,528260.9,528786.4,,,74317.5,87157.8,
2020-07-01,554640.4,554745.5,,,81474.2,80703.4,
2020-10-01,563859.2,564060.5,,,88396.2,85419.5,
2021-01-01,569818.7,568669.5,,,92487.6,87102.4,
2021-04-01,574053.9,573256.4,,,94707.9,91248.8,
2021-07-01,573222.6,573296.3,,,93970.6,89320.2,
2021-10-01,580022.4,579684.9,,,93382.8,89688.3,
2022-01-01,577826.1,580040.7,,,97100.2,93213.2,
2022-04-01,583561.9,583749.8,,,97724.4,94622.4,
2022-07-01,581474.4,582326.2,,,99539.1,99134.8,
2022-10-01,583888.3,593805.6,,,100265.6,99118.4,
2023-01-01,588045.6,605666.4,,,99435.1,97468.2,
2023-04-01,589592.0,617443.5,,,100728.5,93816.7,
2023-07-01,581571.3,617452.7,,,102083.5,95065.8,
2023-10-01,584165.1,623444.1,,,104569.0,97986.9,
2024-01-01,581006.3,619028.2,,,100734.9,94084.1,
2024-04-01,582394.9,631929.8,,,101217.3,96574.4,
2024-07-01,586251.3,639102.9,,,103414.3,99440.4,
2024-10-01,588234.4,646356.3,,,105201.2,97574.8,
2025-01-01,590458.0,651876.0,,,105098.2,99906.2,
2025-04-01,593596.9,665346.4,,,107137.9,101310.1,
2025-07-01,590141.1,665009.7,,,105804.9,100861.1,
