"Date","Price","Open","High","Low","Vol.","Change %"
"04/29/2026","95.56","93.55","96.27","90.19","8.60M","1.28%"
"04/28/2026","94.35","92.50","95.39","92.26","6.31M","-1.14%"
"04/27/2026","95.44","98.56","98.80","94.29","9.58M","-4.23%"
"04/24/2026","99.66","102.26","103.00","97.56","6.62M","-0.35%"
"04/23/2026","100.01","101.22","103.65","97.90","7.33M","-4.17%"
"04/22/2026","104.36","99.95","105.79","99.38","13.86M","8.69%"
"04/21/2026","96.02","104.73","105.10","95.79","12.54M","-9.72%"
"04/20/2026","106.36","102.48","106.50","98.50","11.40M","0.42%"
"04/17/2026","105.91","110.36","111.20","102.70","14.54M","-1.44%"
"04/16/2026","107.46","107.00","108.04","101.70","9.26M","1.84%"
"04/15/2026","105.52","107.58","108.70","102.93","10.64M","0.03%"
"04/14/2026","105.49","102.26","110.51","101.41","17.54M","6.90%"
"04/13/2026","98.68","86.34","98.68","86.27","13.92M","12.09%"
"04/10/2026","88.04","88.05","90.33","84.91","9.37M","3.45%"
"04/09/2026","85.10","93.06","93.95","84.60","14.78M","-9.89%"
"04/08/2026","94.44","101.29","101.82","93.00","10.57M","0.34%"
"04/07/2026","94.12","90.97","95.28","88.00","8.35M","2.14%"
"04/06/2026","92.15","93.09","94.70","91.02","7.66M","2.09%"
"04/02/2026","90.26","87.45","90.39","84.27","12.67M","-0.53%"
"04/01/2026","90.74","98.42","99.46","90.26","13.88M","-4.89%"
"03/31/2026","95.41","91.25","97.80","89.40","13.70M","6.12%"
"03/30/2026","89.91","96.26","96.50","88.27","12.85M","-4.00%"
"03/27/2026","93.66","97.74","97.78","90.85","14.55M","-4.69%"
"03/26/2026","98.27","101.91","103.55","97.31","15.67M","-5.38%"
"03/25/2026","103.86","106.77","110.25","101.60","22.18M","2.66%"
"03/24/2026","101.17","126.35","127.08","98.31","57.73M","-20.11%"
"03/23/2026","126.64","124.15","127.48","121.32","15.86M","0.48%"
"03/20/2026","126.03","127.97","132.38","122.91","22.70M","-1.79%"
"03/19/2026","128.33","126.32","129.74","121.41","19.50M","-3.40%"
"03/18/2026","132.84","131.49","135.49","128.00","16.91M","0.40%"
"03/17/2026","132.31","124.01","136.65","122.74","23.08M","5.15%"
"03/16/2026","125.83","120.15","126.50","119.77","18.61M","9.06%"
"03/13/2026","115.38","118.33","119.30","113.16","11.35M","1.05%"
"03/12/2026","114.18","113.04","117.78","112.15","12.30M","1.21%"
"03/11/2026","112.81","119.80","123.39","111.72","19.44M","-4.47%"
"03/10/2026","118.09","113.44","121.80","112.80","24.16M","5.59%"
"03/09/2026","111.84","105.21","112.66","104.90","21.51M","9.74%"
"03/06/2026","101.91","102.82","106.29","100.07","19.66M","-3.62%"
"03/05/2026","105.74","105.27","110.12","103.30","20.90M","0.45%"
"03/04/2026","105.27","102.80","106.35","101.40","24.17M","5.66%"
"03/03/2026","99.63","91.50","104.30","91.13","33.37M","3.63%"
"03/02/2026","96.14","80.80","96.61","80.23","32.86M","15.22%"
"02/27/2026","83.44","83.62","84.98","80.97","19.30M","-4.32%"
"02/26/2026","87.21","81.57","90.60","81.23","41.84M","4.90%"
"02/25/2026","83.14","73.77","83.35","71.19","63.85M","35.47%"
"02/24/2026","61.37","60.39","62.95","59.46","8.28M","0.33%"
"02/23/2026","61.17","62.10","63.13","59.83","8.80M","-2.94%"
"02/20/2026","63.02","62.25","65.50","61.50","9.47M","1.78%"
"02/19/2026","61.92","62.26","62.85","59.80","6.95M","-1.95%"
"02/18/2026","63.15","62.13","64.70","61.20","7.46M","2.48%"
"02/17/2026","61.62","59.27","62.90","57.02","9.69M","2.63%"
"02/13/2026","60.04","58.44","62.20","57.23","12.02M","6.02%"
"02/12/2026","56.63","58.75","58.75","55.31","8.57M","-2.13%"
"02/11/2026","57.86","59.11","59.17","55.89","8.59M","-3.16%"
"02/10/2026","59.75","58.54","62.00","58.30","7.52M","-0.58%"
"02/09/2026","60.10","56.33","60.88","55.76","10.76M","5.36%"
"02/06/2026","57.04","53.81","57.80","53.62","17.51M","13.56%"
"02/05/2026","50.23","53.63","54.48","49.90","15.49M","-8.76%"
"02/04/2026","55.05","56.19","56.29","51.52","14.50M","-1.98%"
"02/03/2026","56.16","60.17","60.17","53.76","16.82M","-4.59%"
"02/02/2026","58.86","61.50","61.87","58.41","14.47M","-7.93%"
"01/30/2026","63.93","66.60","66.91","61.88","15.74M","-5.36%"
"01/29/2026","67.55","70.31","70.60","65.75","16.97M","-7.26%"
"01/28/2026","72.84","72.86","77.00","71.91","16.30M","4.12%"
"01/27/2026","69.96","70.38","70.54","67.50","10.21M","-1.33%"
"01/26/2026","70.90","70.01","72.43","69.85","7.24M","-0.60%"
