Index,Unique Identifier,Regions,Sub-Regions,Country,Company Name,Industry Tag,CUSIP,ISIN,SEDOL,FIGI,CIK,Ticker,MIC Code,Exchange,Market Currency
908,PH-26,Asia Pacific,Southeast Asia,Philippines,Sm Prime Holdings Inc,Real Estate Operations,S68188432,PHY8076N1120,6818843,,,SMPH,XPHS,Philippine Stock Exchange,PHP
909,PH-27,Asia Pacific,Southeast Asia,Philippines,Pldt Inc,Telecommunications Services,,PHY7072Q1032,BDGN274,,,TEL,XPHS,Philippine Stock Exchange,PHP
910,PH-28,Asia Pacific,Southeast Asia,Philippines,Union Bank,Banking Services,,,,,,UBP,XPHS,Philippine Stock Exchange,PHP
911,PH-29,Asia Pacific,Southeast Asia,Philippines,Universal Robina Corp,Food & Tobacco,S69195196,PHY9297P1004,6919519,,,URC,XPHS,Philippine Stock Exchange,PHP
912,PH-30,Asia Pacific,Southeast Asia,Philippines,Wilcon Depot Inc,Specialty Retailers,,PHY9584X1055,BYXYHM7,,,WLCON,XPHS,Philippine Stock Exchange,PHP
913,SG-1,Asia Pacific,Southeast Asia,Singapore,Grab Holdings Ltd Class A,Software & IT Solutions / Digital Services,,KYG4124C1096,BP6NH40,,,GRAB,XNAS,Nasdaq Stock Market,USD
914,SG-2,Asia Pacific,Southeast Asia,Singapore,Sea Ads Representing Ltd Class A,Software & IT Solutions / Digital Services,81141R100,US81141R1005,BYWD7L4,,,SE,XNYS,New York Stock Exchange,USD
915,VN-1,Asia Pacific,Southeast Asia,Vietnam,Bao Viet Holdings,Insurance,,,,BBG000N1D2L9,,BVH,XSTC,Hochiminh Stock Exchange,VND
916,VN-2,Asia Pacific,Southeast Asia,Vietnam,Petrovietnam Ca Mau Fertilizer Jsc,Chemicals,,,,BBG008D1PSN1,,DCM,XSTC,Hochiminh Stock Exchange,VND
917,VN-3,Asia Pacific,Southeast Asia,Vietnam,Duc Giang Chemicals Jsc,Chemicals,,,,BBG003QTZ0W7,,DGC,XSTC,Hochiminh Stock Exchange,VND
918,VN-4,Asia Pacific,Southeast Asia,Vietnam,Development Investment Construction Jsc,Real Estate Operations,,,,BBG000TW9M63,,DIG,XSTC,Hochiminh Stock Exchange,VND
919,VN-5,Asia Pacific,Southeast Asia,Vietnam,Petrovietnam Fertilizer & Chemicals Jsc,Chemicals,,,,BBG000TSXTH8,,DPM,XSTC,Hochiminh Stock Exchange,VND
920,VN-6,Asia Pacific,Southeast Asia,Vietnam,Dat Xanh Group Jsc,Real Estate Operations,,,,BBG000Q1XB43,,DXG,XSTC,Hochiminh Stock Exchange,VND
921,VN-7,Asia Pacific,Southeast Asia,Vietnam,Vietnam Export Import Commercial Jsb,Banking Services,,,,BBG000DB3KG5,,EIB,XSTC,Hochiminh Stock Exchange,VND
922,VN-8,Asia Pacific,Southeast Asia,Vietnam,Gelex Group Jsc,"Machinery, Equipment & Components",,,,BBG00B8G4S87,,GEX,XSTC,Hochiminh Stock Exchange,VND
923,VN-9,Asia Pacific,Southeast Asia,Vietnam,Hagl Jsc,Food & Tobacco,,,,BBG000GCXWG1,,HAG,XSTC,Hochiminh Stock Exchange,VND
924,VN-10,Asia Pacific,Southeast Asia,Vietnam,Ha Do Group Jsc,Real Estate Operations,,,,BBG000Q6YTV2,,HDG,XSTC,Hochiminh Stock Exchange,VND
925,VN-11,Asia Pacific,Southeast Asia,Vietnam,Hoang Anh Gia Lai International Agricul,Food & Tobacco,,,,BBG009L960N5,,HNG,XSTC,Hochiminh Stock Exchange,VND
926,VN-12,Asia Pacific,Southeast Asia,Vietnam,Hoa Phat Group Jsc,Metals & Mining,,,,BBG000TX8GM7,,HPG,XSTC,Hochiminh Stock Exchange,VND
927,VN-13,Asia Pacific,Southeast Asia,Vietnam,Hoa Sen Group,Metals & Mining,,,,BBG000KFK1K6,,HSG,XSTC,Hochiminh Stock Exchange,VND
928,VN-14,Asia Pacific,Southeast Asia,Vietnam,Kinh Bac City Development Share Holding,Real Estate Operations,,,,BBG000V13PL0,,KBC,XSTC,Hochiminh Stock Exchange,VND
929,VN-15,Asia Pacific,Southeast Asia,Vietnam,Kido Group Corp,Food & Tobacco,,,,BBG000LNDM11,,KDC,XSTC,Hochiminh Stock Exchange,VND
930,VN-16,Asia Pacific,Southeast Asia,Vietnam,Khang Dien House Trading And Investment,Real Estate Operations,,,,BBG000Q7Z3F4,,KDH,XSTC,Hochiminh Stock Exchange,VND
931,VN-17,Asia Pacific,Southeast Asia,Vietnam,Masan Group Corp,Food & Tobacco,,,,BBG000PSPMR5,,MSN,XSTC,Hochiminh Stock Exchange,VND
932,VN-18,Asia Pacific,Southeast Asia,Vietnam,No Va Land Investment Group Corp,Real Estate Operations,,,,BBG003RR1FD5,,NVL,XSTC,Hochiminh Stock Exchange,VND
933,VN-19,Asia Pacific,Southeast Asia,Vietnam,Phat Dat Real Estate Development Corp,Real Estate Operations,,,,BBG000BG7X29,,PDR,XSTC,Hochiminh Stock Exchange,VND
934,VN-20,Asia Pacific,Southeast Asia,Vietnam,Petrovietnam Power Corp,Electrical Utilities & IPPs,,,,BBG002NF5FT6,,POW,XSTC,Hochiminh Stock Exchange,VND
935,VN-21,Asia Pacific,Southeast Asia,Vietnam,Petrovietnam Drilling & Well Services J,Energy Equipment & Services,,,,BBG000QFV9X7,,PVD,XSTC,Hochiminh Stock Exchange,VND
936,VN-22,Asia Pacific,Southeast Asia,Vietnam,Saigon Beer Alcohol Beverage Corp,Beverages,,,,BBG000V9NNW4,,SAB,XSTC,Hochiminh Stock Exchange,VND
937,VN-23,Asia Pacific,Southeast Asia,Vietnam,Thanh Thanh Cong - Bien Hoa Jsc,Food & Tobacco,,,,BBG000DWVGH6,,SBT,XSTC,Hochiminh Stock Exchange,VND
938,VN-24,Asia Pacific,Southeast Asia,Vietnam,Saigon - Hanoi Commercial Joint Stock B,Banking Services,,,,BBG000G88YK9,,SHB,XSTC,Hochiminh Stock Exchange,VND
939,VN-25,Asia Pacific,Southeast Asia,Vietnam,Ssi Securities Corp,Capital Markets & Advisory,,,,BBG000BN4DR4,,SSI,XSTC,Hochiminh Stock Exchange,VND
940,VN-26,Asia Pacific,Southeast Asia,Vietnam,Hoang Huy Investment Financial Services,Real Estate Operations,,,,BBG00DVPC837,,TCH,XSTC,Hochiminh Stock Exchange,VND
941,VN-27,Asia Pacific,Southeast Asia,Vietnam,Bank For Foreign Trade Of Vietnam Jsc,Banking Services,,,,BBG000BM8HF6,,VCB,XSTC,Hochiminh Stock Exchange,VND
942,VN-28,Asia Pacific,Southeast Asia,Vietnam,Vietnam Construction And Import-Export,Construction & Engineering,,,,BBG000BLCJC2,,VCG,XSTC,Hochiminh Stock Exchange,VND
943,VN-29,Asia Pacific,Southeast Asia,Vietnam,Vietcap Securities Jsc,Capital Markets & Advisory,,,,BBG0073XTVS8,,VCI,XSTC,Hochiminh Stock Exchange,VND
944,VN-30,Asia Pacific,Southeast Asia,Vietnam,Vinh Hoan Corp,Food & Tobacco,,,,BBG000V0W6M1,,VHC,XSTC,Hochiminh Stock Exchange,VND
945,VN-31,Asia Pacific,Southeast Asia,Vietnam,Vinhomes Jsc,Real Estate Operations,,,,BBG00KMYS8P1,,VHM,XSTC,Hochiminh Stock Exchange,VND
946,VN-32,Asia Pacific,Southeast Asia,Vietnam,Vingroup Jsc,Real Estate Operations,,,,BBG000TD3TC9,,VIC,XSTC,Hochiminh Stock Exchange,VND
947,VN-33,Asia Pacific,Southeast Asia,Vietnam,Vix Securities Jsc,Capital Markets & Advisory,,,,BBG000Q3LMQ4,,VIX,XSTC,Hochiminh Stock Exchange,VND
948,VN-34,Asia Pacific,Southeast Asia,Vietnam,Vietjet Aviation Jsc,Passenger Transportation Services,,,,BBG000QBJXH5,,VJC,XSTC,Hochiminh Stock Exchange,VND
949,VN-35,Asia Pacific,Southeast Asia,Vietnam,Vndirect Securities Corp,Capital Markets & Advisory,,,,BBG000QK20H5,,VND,XSTC,Hochiminh Stock Exchange,VND
950,VN-36,Asia Pacific,Southeast Asia,Vietnam,Vietnam Dairy Products Jsc,Food & Tobacco,,,,BBG000BF6N60,,VNM,XSTC,Hochiminh Stock Exchange,VND
951,VN-37,Asia Pacific,Southeast Asia,Vietnam,Van Phu - Invest Investment Jsc,Real Estate Operations,,,,BBG00JC6HXT9,,VPI,XSTC,Hochiminh Stock Exchange,VND
952,VN-38,Asia Pacific,Southeast Asia,Vietnam,Vincom Retail Jsc,Real Estate Operations,,,,BBG004MP70P6,,VRE,XSTC,Hochiminh Stock Exchange,VND
