Index,Unique Identifier,Regions,Sub-Regions,Country,Company Name,Industry Tag,CUSIP,ISIN,SEDOL,FIGI,CIK,Ticker,MIC Code,Exchange,Market Currency
751,IN-37,Asia Pacific,South Asia,India,Dr Reddys Laboratories Ltd,Pharmaceuticals,,INE089A01023,,,,DRREDDY,XNSE,National Stock Exchange of India,INR
752,IN-38,Asia Pacific,South Asia,India,Eicher Motors Ltd,Automobiles & Auto Parts,,INE066A01021,,,,EICHERMOT,XNSE,National Stock Exchange of India,INR
753,IN-39,Asia Pacific,South Asia,India,Gail India Ltd,Natural Gas Utilities,,INE129A01019,,,,GAIL,XNSE,National Stock Exchange of India,INR
754,IN-40,Asia Pacific,South Asia,India,Godrej Consumer Products Ltd,Consumer & Household Products,,INE102D01028,,,,GODREJCP,XNSE,National Stock Exchange of India,INR
755,IN-41,Asia Pacific,South Asia,India,Godrej Properties Ltd,Real Estate Operations,,INE484J01027,,,,GODREJPROP,XNSE,National Stock Exchange of India,INR
756,IN-42,Asia Pacific,South Asia,India,Grasim Industries Ltd,Construction Materials,,INE047A01021,,,,GRASIM,XNSE,National Stock Exchange of India,INR
757,IN-43,Asia Pacific,South Asia,India,Hindustan Aeronautics Ltd,Aerospace & Defense,,INE066F01012,,,,HAL,XNSE,National Stock Exchange of India,INR
758,IN-44,Asia Pacific,South Asia,India,Havells India Ltd,"Machinery, Equipment & Components",,INE176B01034,,,,HAVELLS,XNSE,National Stock Exchange of India,INR
759,IN-45,Asia Pacific,South Asia,India,Hcl Technologies Ltd,Software & IT Solutions / Digital Services,,INE860A01027,,,,HCLTECH,XNSE,National Stock Exchange of India,INR
760,IN-46,Asia Pacific,South Asia,India,Hdfc Bank Ltd,Banking Services,,INE040A01034,,,,HDFCBANK,XNSE,National Stock Exchange of India,INR
761,IN-47,Asia Pacific,South Asia,India,Hdfc Life Insurance Company Ltd,Insurance,,INE795G01014,,,,HDFCLIFE,XNSE,National Stock Exchange of India,INR
762,IN-48,Asia Pacific,South Asia,India,Hero Motocorp Ltd,Automobiles & Auto Parts,,INE158A01026,,,,HEROMOTOCO,XNSE,National Stock Exchange of India,INR
763,IN-49,Asia Pacific,South Asia,India,Hindalco Industries Ltd,Metals & Mining,,INE038A01020,,,,HINDALCO,XNSE,National Stock Exchange of India,INR
764,IN-50,Asia Pacific,South Asia,India,Hindustan Petroleum Corp Ltd,Oil & Gas,,INE094A01015,,,,HINDPETRO,XNSE,National Stock Exchange of India,INR
765,IN-51,Asia Pacific,South Asia,India,Hindustan Unilever Ltd,Consumer & Household Products,,INE030A01027,,,,HINDUNILVR,XNSE,National Stock Exchange of India,INR
766,IN-52,Asia Pacific,South Asia,India,Icici Bank Ltd,Banking Services,,INE090A01021,,,,ICICIBANK,XNSE,National Stock Exchange of India,INR
767,IN-53,Asia Pacific,South Asia,India,Icici Lombard General Insurance Co,Insurance,,INE765G01017,,,,ICICIGI,XNSE,National Stock Exchange of India,INR
768,IN-54,Asia Pacific,South Asia,India,Icici Prudential Life Insurance Co,Insurance,,INE726G01019,,,,ICICIPRULI,XNSE,National Stock Exchange of India,INR
769,IN-55,Asia Pacific,South Asia,India,Indraprastha Gas Ltd,Natural Gas Utilities,,INE203G01027,,,,IGL,XNSE,National Stock Exchange of India,INR
770,IN-56,Asia Pacific,South Asia,India,Indian Hotels Ltd,Hotels & Entertainment Services,,INE053A01029,,,,INDHOTEL,XNSE,National Stock Exchange of India,INR
771,IN-57,Asia Pacific,South Asia,India,Interglobe Aviation Ltd,Passenger Transportation Services,,INE646L01027,,,,INDIGO,XNSE,National Stock Exchange of India,INR
772,IN-58,Asia Pacific,South Asia,India,Indusind Bank Ltd.,Banking Services,,INE095A01012,,,,INDUSINDBK,XNSE,National Stock Exchange of India,INR
773,IN-59,Asia Pacific,South Asia,India,Infosys Ltd,Software & IT Solutions / Digital Services,,INE009A01021,,,,INFY,XNSE,National Stock Exchange of India,INR
774,IN-60,Asia Pacific,South Asia,India,Indian Oil Corp Ltd,Oil & Gas,,INE242A01010,,,,IOC,XNSE,National Stock Exchange of India,INR
775,IN-61,Asia Pacific,South Asia,India,Indian Railway Catering And Touris,Passenger Transportation Services,,INE335Y01020,,,,IRCTC,XNSE,National Stock Exchange of India,INR
776,IN-62,Asia Pacific,South Asia,India,Itc Ltd,Food & Tobacco,,INE154A01025,,,,ITC,XNSE,National Stock Exchange of India,INR
777,IN-63,Asia Pacific,South Asia,India,Jindal Steel And Power Ltd,Metals & Mining,,INE749A01030,,,,JINDALSTEL,XNSE,National Stock Exchange of India,INR
778,IN-64,Asia Pacific,South Asia,India,Jsw Steel Ltd,Metals & Mining,,INE019A01038,,,,JSWSTEEL,XNSE,National Stock Exchange of India,INR
779,IN-65,Asia Pacific,South Asia,India,Jubilant Foodworks Ltd,Hotels & Entertainment Services,,INE797F01020,,,,JUBLFOOD,XNSE,National Stock Exchange of India,INR
780,IN-66,Asia Pacific,South Asia,India,Kotak Mahindra Bank Ltd,Banking Services,,INE237A01028,,,,KOTAKBANK,XNSE,National Stock Exchange of India,INR
781,IN-67,Asia Pacific,South Asia,India,Larsen & Toubro Ltd.,Construction & Engineering,,INE018A01030,,,,LT,XNSE,National Stock Exchange of India,INR
782,IN-68,Asia Pacific,South Asia,India,Ltimindtree Ltd,Software & IT Solutions / Digital Services,,INE214T01019,,,,LTIM,XNSE,National Stock Exchange of India,INR
783,IN-69,Asia Pacific,South Asia,India,Lupin Ltd,Pharmaceuticals,,INE326A01037,,,,LUPIN,XNSE,National Stock Exchange of India,INR
784,IN-70,Asia Pacific,South Asia,India,Mahindra And Mahindra Ltd,Automobiles & Auto Parts,,INE101A01026,,,,M&M,XNSE,National Stock Exchange of India,INR
785,IN-71,Asia Pacific,South Asia,India,Marico Ltd,Consumer & Household Products,,INE196A01026,,,,MARICO,XNSE,National Stock Exchange of India,INR
786,IN-72,Asia Pacific,South Asia,India,Maruti Suzuki India Ltd,Automobiles & Auto Parts,,INE585B01010,,,,MARUTI,XNSE,National Stock Exchange of India,INR
787,IN-73,Asia Pacific,South Asia,India,Max Healthcare Institute Ltd,Healthcare Providers & Services,,INE027H01010,,,,MAXHEALTH,XNSE,National Stock Exchange of India,INR
788,IN-74,Asia Pacific,South Asia,India,United Spirits Ltd,Holding Companies,,INE854D01024,,,,MCDHOLDING,XNSE,National Stock Exchange of India,INR
789,IN-75,Asia Pacific,South Asia,India,Samvardhana Motherson Internationa,Automobiles & Auto Parts,,INE775A01035,,,,MOTHERSON,XNSE,National Stock Exchange of India,INR
790,IN-76,Asia Pacific,South Asia,India,Mphasis Ltd,Software & IT Solutions / Digital Services,,INE356A01018,,,,MPHASIS,XNSE,National Stock Exchange of India,INR
791,IN-77,Asia Pacific,South Asia,India,Mrf Ltd,Automobiles & Auto Parts,,INE883A01011,,,,MRF,XNSE,National Stock Exchange of India,INR
792,IN-78,Asia Pacific,South Asia,India,Muthoot Finance Ltd,Banking Services,,INE414G01012,,,,MUTHOOTFIN,XNSE,National Stock Exchange of India,INR
793,IN-79,Asia Pacific,South Asia,India,Info Edge India Ltd,Software & IT Solutions / Digital Services,,INE663F01024,,,,NAUKRI,XNSE,National Stock Exchange of India,INR
794,IN-80,Asia Pacific,South Asia,India,Nestle India Ltd,Food & Tobacco,,INE239A01016,,,,NESTLEIND,XNSE,National Stock Exchange of India,INR
795,IN-81,Asia Pacific,South Asia,India,Ntpc Ltd,Electrical Utilities & IPPs,,INE733E01010,,,,NTPC,XNSE,National Stock Exchange of India,INR
796,IN-82,Asia Pacific,South Asia,India,Oil And Natural Gas Ltd,Oil & Gas,,INE213A01029,,,,ONGC,XNSE,National Stock Exchange of India,INR
797,IN-83,Asia Pacific,South Asia,India,Page Industries Ltd,Textiles & Apparel,,INE761H01022,,,,PAGEIND,XNSE,National Stock Exchange of India,INR
798,IN-84,Asia Pacific,South Asia,India,Petronet Lng Ltd,Oil & Gas,,INE347G01014,,,,PETRONET,XNSE,National Stock Exchange of India,INR
799,IN-85,Asia Pacific,South Asia,India,Pidilite Industries Ltd,Chemicals,,INE318A01026,,,,PIDILITIND,XNSE,National Stock Exchange of India,INR
800,IN-86,Asia Pacific,South Asia,India,P.I. Industries Ltd,Chemicals,,INE603J01030,,,,PIIND,XNSE,National Stock Exchange of India,INR
801,IN-87,Asia Pacific,South Asia,India,Power Grid Corporation Of India Lt,Electrical Utilities & IPPs,,INE752E01010,,,,POWERGRID,XNSE,National Stock Exchange of India,INR
802,IN-88,Asia Pacific,South Asia,India,Reliance Industries Ltd,Oil & Gas,,INE002A01018,,,,RELIANCE,XNSE,National Stock Exchange of India,INR
803,IN-89,Asia Pacific,South Asia,India,Sbi Cards & Payment Services Ltd,Banking Services,,INE018E01016,,,,SBICARD,XNSE,National Stock Exchange of India,INR
804,IN-90,Asia Pacific,South Asia,India,Sbi Life Insurance Company Ltd,Insurance,,INE123W01016,,,,SBILIFE,XNSE,National Stock Exchange of India,INR
805,IN-91,Asia Pacific,South Asia,India,State Bank Of India,Banking Services,,INE062A01020,,,,SBIN,XNSE,National Stock Exchange of India,INR
806,IN-92,Asia Pacific,South Asia,India,Shree Cement Ltd,Construction Materials,,INE070A01015,,,,SHREECEM,XNSE,National Stock Exchange of India,INR
807,IN-93,Asia Pacific,South Asia,India,Shriram Finance Ltd,Banking Services,,INE721A01013,,,,SHRIRAMFIN,XNSE,National Stock Exchange of India,INR
808,IN-94,Asia Pacific,South Asia,India,Siemens Ltd,"Machinery, Equipment & Components",,INE003A01024,,,,SIEMENS,XNSE,National Stock Exchange of India,INR
809,IN-95,Asia Pacific,South Asia,India,Sona Blw Precision Forgings Ltd,Automobiles & Auto Parts,,INE073K01018,,,,SONACOMS,XNSE,National Stock Exchange of India,INR
810,IN-96,Asia Pacific,South Asia,India,Srf Ltd,Chemicals,,INE647A01010,,,,SRF,XNSE,National Stock Exchange of India,INR
811,IN-97,Asia Pacific,South Asia,India,Sun Pharmaceutical Industries Ltd,Pharmaceuticals,,INE044A01036,,,,SUNPHARMA,XNSE,National Stock Exchange of India,INR
812,IN-98,Asia Pacific,South Asia,India,Tata Consumer Products Ltd,Food & Tobacco,,INE192A01025,,,,TATACONSUM,XNSE,National Stock Exchange of India,INR
813,IN-99,Asia Pacific,South Asia,India,Tata Elxsi Ltd,Software & IT Solutions / Digital Services,,INE670A01012,,,,TATAELXSI,XNSE,National Stock Exchange of India,INR
814,IN-100,Asia Pacific,South Asia,India,Tata Motors Ltd,Automobiles & Auto Parts,,INE155A01022,,,,TATAMOTORS,XNSE,National Stock Exchange of India,INR
815,IN-101,Asia Pacific,South Asia,India,Tata Power Ltd,Electrical Utilities & IPPs,,INE245A01021,,,,TATAPOWER,XNSE,National Stock Exchange of India,INR
816,IN-102,Asia Pacific,South Asia,India,Tata Steel Ltd,Metals & Mining,,INE081A01020,,,,TATASTEEL,XNSE,National Stock Exchange of India,INR
817,IN-103,Asia Pacific,South Asia,India,Tata Consultancy Services Ltd,Software & IT Solutions / Digital Services,,INE467B01029,,,,TCS,XNSE,National Stock Exchange of India,INR
818,IN-104,Asia Pacific,South Asia,India,Tech Mahindra Ltd,Software & IT Solutions / Digital Services,,INE669C01036,,,,TECHM,XNSE,National Stock Exchange of India,INR
819,IN-105,Asia Pacific,South Asia,India,Tube Investments Of India Ltd,Automobiles & Auto Parts,,INE974X01010,,,,TIINDIA,XNSE,National Stock Exchange of India,INR
820,IN-106,Asia Pacific,South Asia,India,Titan Company Ltd,Textiles & Apparel,,INE280A01028,,,,TITAN,XNSE,National Stock Exchange of India,INR
821,IN-107,Asia Pacific,South Asia,India,Torrent Pharmaceuticals Ltd,Pharmaceuticals,,INE685A01028,,,,TORNTPHARM,XNSE,National Stock Exchange of India,INR
822,IN-108,Asia Pacific,South Asia,India,Trent Ltd,Diversified Retail,,INE849A01020,,,,TRENT,XNSE,National Stock Exchange of India,INR
823,IN-109,Asia Pacific,South Asia,India,Tvs Motor Company Ltd,Automobiles & Auto Parts,,INE494B01023,,,,TVSMOTOR,XNSE,National Stock Exchange of India,INR
824,IN-110,Asia Pacific,South Asia,India,Ultratech Cement Ltd,Construction Materials,,INE481G01011,,,,ULTRACEMCO,XNSE,National Stock Exchange of India,INR
825,IN-111,Asia Pacific,South Asia,India,Upl Ltd,Chemicals,,INE628A01036,,,,UPL,XNSE,National Stock Exchange of India,INR
826,IN-112,Asia Pacific,South Asia,India,Varun Beverages Ltd,Beverages,,INE200M01021,,,,VBL,XNSE,National Stock Exchange of India,INR
827,IN-113,Asia Pacific,South Asia,India,Vedanta Ltd,Metals & Mining,,INE205A01025,,,,VEDL,XNSE,National Stock Exchange of India,INR
828,IN-114,Asia Pacific,South Asia,India,Wipro Ltd,Software & IT Solutions / Digital Services,,INE075A01022,,,,WIPRO,XNSE,National Stock Exchange of India,INR
829,IN-115,Asia Pacific,South Asia,India,Yes Bank Ltd,Banking Services,,INE528G01035,,,,YESBANK,XNSE,National Stock Exchange of India,INR
830,IN-116,Asia Pacific,South Asia,India,Zomato Ltd,Software & IT Solutions / Digital Services,,INE758T01015,,,,ZOMATO,XNSE,National Stock Exchange of India,INR
831,ID-1,Asia Pacific,Southeast Asia,Indonesia,First Pacific Co Ltd,Food & Tobacco,,,,BBG000BDW3Q8,,142,XHKG,Hong Kong Stock Exchange,HKD
832,ID-2,Asia Pacific,Southeast Asia,Indonesia,Adaro Energy Indonesia Tbk Pt,Coal,,,,BBG000FRJN57,,ADRO,XIDX,Indonesia Stock Exchange,IDR
833,ID-3,Asia Pacific,Southeast Asia,Indonesia,Sumber Alfaria Trijaya Tbk Pt,Food & Drug Retailing,,,,BBG000BK6336,,AMRT,XIDX,Indonesia Stock Exchange,IDR
834,ID-4,Asia Pacific,Southeast Asia,Indonesia,Aneka Tambang Tbk,Metals & Mining,,,,BBG000BGW9S6,,ANTM,XIDX,Indonesia Stock Exchange,IDR
835,ID-5,Asia Pacific,Southeast Asia,Indonesia,Bank Jago Tbk Pt,Banking Services,,,,BBG00BNNZWD6,,ARTO,XIDX,Indonesia Stock Exchange,IDR
836,ID-6,Asia Pacific,Southeast Asia,Indonesia,Astra International Tbk Pt,Consumer Goods Conglomerates,,,,BBG000BDMXJ1,,ASII,XIDX,Indonesia Stock Exchange,IDR
837,ID-7,Asia Pacific,Southeast Asia,Indonesia,Avia Avian Tbk Pt,Chemicals,,,,BBG012YQNZQ8,,AVIA,XIDX,Indonesia Stock Exchange,IDR
838,ID-8,Asia Pacific,Southeast Asia,Indonesia,Bank Aladin Syariah Tbk Pt,Banking Services,,,,BBG00Z19TVR2,,BANK,XIDX,Indonesia Stock Exchange,IDR
839,ID-9,Asia Pacific,Southeast Asia,Indonesia,Bank Central Asia Tbk Pt,Banking Services,,,,BBG000CC3P00,,BBCA,XIDX,Indonesia Stock Exchange,IDR
840,ID-10,Asia Pacific,Southeast Asia,Indonesia,Bank Negara Indonesia Persero Tbk Pt,Banking Services,,,,BBG000HNGYH0,,BBNI,XIDX,Indonesia Stock Exchange,IDR
841,ID-11,Asia Pacific,Southeast Asia,Indonesia,Bank Rakyat Indonesia Persero Tbk Pt,Banking Services,,,,BBG000MJGQ35,,BBRI,XIDX,Indonesia Stock Exchange,IDR
842,ID-12,Asia Pacific,Southeast Asia,Indonesia,Bfi Finance Indonesia Tbk Pt,Banking Services,,,,BBG000BFYBX5,,BFIN,XIDX,Indonesia Stock Exchange,IDR
843,ID-13,Asia Pacific,Southeast Asia,Indonesia,Bank Mandiri Persero Tbk Pt,Banking Services,,,,BBG000CGNY64,,BMRI,XIDX,Indonesia Stock Exchange,IDR
844,ID-14,Asia Pacific,Southeast Asia,Indonesia,Bumi Resources Minerals Tbk Pt,Metals & Mining,,,,BBG0018R2541,,BRMS,XIDX,Indonesia Stock Exchange,IDR
845,ID-15,Asia Pacific,Southeast Asia,Indonesia,Barito Pacific Tbk Pt,Chemicals,,,,BBG000BK9L42,,BRPT,XIDX,Indonesia Stock Exchange,IDR
846,ID-16,Asia Pacific,Southeast Asia,Indonesia,Bumi Serpong Damai Tbk Pt,Real Estate Operations,,,,BBG000BYFK01,,BSDE,XIDX,Indonesia Stock Exchange,IDR
847,ID-17,Asia Pacific,Southeast Asia,Indonesia,Bukalapak.Com Pt Tbk,Software & IT Solutions / Digital Services,,,,BBG011QRJJ97,,BUKA,XIDX,Indonesia Stock Exchange,IDR
848,ID-18,Asia Pacific,Southeast Asia,Indonesia,Bumi Resources Tbk Pt,Coal,,,,BBG000BFY979,,BUMI,XIDX,Indonesia Stock Exchange,IDR
849,ID-19,Asia Pacific,Southeast Asia,Indonesia,Charoen Pokphand Indonesia Tbk Pt,Food & Tobacco,,,,BBG000BF2H49,,CPIN,XIDX,Indonesia Stock Exchange,IDR
850,ID-20,Asia Pacific,Southeast Asia,Indonesia,Ciputra Development Tbk Pt,Real Estate Operations,,,,BBG000C3F164,,CTRA,XIDX,Indonesia Stock Exchange,IDR
851,ID-21,Asia Pacific,Southeast Asia,Indonesia,Elang Mahkota Teknologi Tbk Pt,Media & Publishing,,,,BBG000Q467L7,,EMTK,XIDX,Indonesia Stock Exchange,IDR
852,ID-22,Asia Pacific,Southeast Asia,Indonesia,Xl Axiata Tbk Pt,Telecommunications Services,,,,BBG000PRZBZ1,,EXCL,XIDX,Indonesia Stock Exchange,IDR
853,ID-23,Asia Pacific,Southeast Asia,Indonesia,Smartfren Telecom Tbk Pt,Telecommunications Services,,,,BBG000GQKC32,,FREN,XIDX,Indonesia Stock Exchange,IDR
854,ID-24,Asia Pacific,Southeast Asia,Indonesia,Gudang Garam Tbk Pt,Food & Tobacco,,,,BBG000BDRDN5,,GGRM,XIDX,Indonesia Stock Exchange,IDR
855,ID-25,Asia Pacific,Southeast Asia,Indonesia,Goto Gojek Tokopedia Tbk Pt,Software & IT Solutions / Digital Services,,,,BBG016C7S899,,GOTO,XIDX,Indonesia Stock Exchange,IDR
856,ID-26,Asia Pacific,Southeast Asia,Indonesia,Indofood Cbp Sukses Makmur Tbk Pt,Food & Tobacco,,,,BBG0015J3KR3,,ICBP,XIDX,Indonesia Stock Exchange,IDR
857,ID-27,Asia Pacific,Southeast Asia,Indonesia,Vale Indonesia Tbk Pt,Metals & Mining,,,,BBG000BG0YH8,,INCO,XIDX,Indonesia Stock Exchange,IDR
858,ID-28,Asia Pacific,Southeast Asia,Indonesia,Indofood Sukses Makmur Tbk Pt,Food & Tobacco,,,,BBG000BN4PR7,,INDF,XIDX,Indonesia Stock Exchange,IDR
859,ID-29,Asia Pacific,Southeast Asia,Indonesia,Indah Kiat Pulp & Paper Tbk Pt,Paper & Forest Products,,,,BBG000BDRCS2,,INKP,XIDX,Indonesia Stock Exchange,IDR
860,ID-30,Asia Pacific,Southeast Asia,Indonesia,Indocement Tunggal Prakarsa Tbk Pt,Construction Materials,,,,BBG000BDRBK2,,INTP,XIDX,Indonesia Stock Exchange,IDR
861,ID-31,Asia Pacific,Southeast Asia,Indonesia,Indosat Tbk Pt,Telecommunications Services,,,,BBG000DL53H8,,ISAT,XIDX,Indonesia Stock Exchange,IDR
862,ID-32,Asia Pacific,Southeast Asia,Indonesia,Indo Tambangraya Megah Tbk Pt,Coal,,,,BBG000PCWV65,,ITMG,XIDX,Indonesia Stock Exchange,IDR
863,ID-33,Asia Pacific,Southeast Asia,Indonesia,Japfa Comfeed Indonesia Tbk Pt,Food & Tobacco,,,,BBG000BFRT73,,JPFA,XIDX,Indonesia Stock Exchange,IDR
864,ID-34,Asia Pacific,Southeast Asia,Indonesia,Jasa Marga Persero Tbk Pt,Transport Infrastructure,,,,BBG000FRYC09,,JSMR,XIDX,Indonesia Stock Exchange,IDR
865,ID-35,Asia Pacific,Southeast Asia,Indonesia,Kalbe Farma Tbk Pt,Pharmaceuticals,,,,BBG000BFRVS5,,KLBF,XIDX,Indonesia Stock Exchange,IDR
866,ID-36,Asia Pacific,Southeast Asia,Indonesia,Mitra Adiperkasa Tbk Pt,Diversified Retail,,,,BBG000MKPK08,,MAPI,XIDX,Indonesia Stock Exchange,IDR
867,ID-37,Asia Pacific,Southeast Asia,Indonesia,Merdeka Battery Materials Tbk Pt,Metals & Mining,,,,BBG01G291HM8,,MBMA,XIDX,Indonesia Stock Exchange,IDR
868,ID-38,Asia Pacific,Southeast Asia,Indonesia,Merdeka Copper Gold Tbk Pt,Metals & Mining,,,,BBG008NVSB85,,MDKA,XIDX,Indonesia Stock Exchange,IDR
869,ID-39,Asia Pacific,Southeast Asia,Indonesia,Mitra Keluarga Karyasehat Tbk Pt,Healthcare Providers & Services,,,,BBG00875ZS03,,MIKA,XIDX,Indonesia Stock Exchange,IDR
870,ID-40,Asia Pacific,Southeast Asia,Indonesia,Perusahaan Gas Negara Tbk Pt,Natural Gas Utilities,,,,BBG000F3KKQ1,,PGAS,XIDX,Indonesia Stock Exchange,IDR
871,ID-41,Asia Pacific,Southeast Asia,Indonesia,Bukit Asam Tbk Pt,Coal,,,,BBG000CLKXY7,,PTBA,XIDX,Indonesia Stock Exchange,IDR
872,ID-42,Asia Pacific,Southeast Asia,Indonesia,Pakuwon Jati Tbk Pt,Real Estate Operations,,,,BBG000BFS1Q2,,PWON,XIDX,Indonesia Stock Exchange,IDR
873,ID-43,Asia Pacific,Southeast Asia,Indonesia,Semen Indonesia Persero Tbk Pt,Construction Materials,,,,BBG000BFSZY8,,SMGR,XIDX,Indonesia Stock Exchange,IDR
874,ID-44,Asia Pacific,Southeast Asia,Indonesia,Summarecon Agung Tbk Pt,Real Estate Operations,,,,BBG000BG4Y39,,SMRA,XIDX,Indonesia Stock Exchange,IDR
875,ID-45,Asia Pacific,Southeast Asia,Indonesia,Tower Bersama Infrastructure Tbk Pt,Telecommunications Services,,,,BBG001832143,,TBIG,XIDX,Indonesia Stock Exchange,IDR
876,ID-46,Asia Pacific,Southeast Asia,Indonesia,Transcoal Pacific Tbk Pt,Freight & Logistics Services,,,,BBG00KRL93B1,,TCPI,XIDX,Indonesia Stock Exchange,IDR
877,ID-47,Asia Pacific,Southeast Asia,Indonesia,Pabrik Kertas Tjiwi Kimia Tbk Pt,Paper & Forest Products,,,,BBG000BFS0W7,,TKIM,XIDX,Indonesia Stock Exchange,IDR
878,ID-48,Asia Pacific,Southeast Asia,Indonesia,Telkom Indonesia Persero Tbk Pt,Telecommunications Services,,,,BBG000FS2KR5,,TLK,XNYS,New York Stock Exchange,USD
879,ID-49,Asia Pacific,Southeast Asia,Indonesia,Sarana Menara Nusantara Tbk Pt,Telecommunications Services,,,,BBG000J65T60,,TOWR,XIDX,Indonesia Stock Exchange,IDR
880,ID-50,Asia Pacific,Southeast Asia,Indonesia,Chandra Asri Petrochemical Tbk Pt,Chemicals,,,,BBG000GY6RP4,,TPIA,XIDX,Indonesia Stock Exchange,IDR
881,ID-51,Asia Pacific,Southeast Asia,Indonesia,United Tractors Tbk Pt,Coal,,,,BBG000BDJWQ9,,UNTR,XIDX,Indonesia Stock Exchange,IDR
882,ID-52,Asia Pacific,Southeast Asia,Indonesia,Unilever Indonesia Tbk Pt,Consumer & Household Products,,,,BBG000BFGJG7,,UNVR,XIDX,Indonesia Stock Exchange,IDR
883,PH-1,Asia Pacific,Southeast Asia,Philippines,Ayala Corp,Real Estate Operations,,PHY0486V1154,B09JBT3,,,AC,XPHS,Philippine Stock Exchange,PHP
884,PH-2,Asia Pacific,Southeast Asia,Philippines,Acen Corporation Corp,Electrical Utilities & IPPs,,PHY1001H1024,BMBZPW4,,,ACEN,XPHS,Philippine Stock Exchange,PHP
885,PH-3,Asia Pacific,Southeast Asia,Philippines,Aboitiz Equity Ventures Php1 Inc,Electrical Utilities & IPPs,S60684115,PHY0001Z1040,6068411,,,AEV,XPHS,Philippine Stock Exchange,PHP
886,PH-4,Asia Pacific,Southeast Asia,Philippines,Alliance Global Group Inc,Consumer Goods Conglomerates,S61471058,PHY003341054,6147105,,,AGI,XPHS,Philippine Stock Exchange,PHP
887,PH-5,Asia Pacific,Southeast Asia,Philippines,Ayala Land Inc,Real Estate Operations,S60551124,PHY0488F1004,6055112,,,ALI,XPHS,Philippine Stock Exchange,PHP
888,PH-6,Asia Pacific,Southeast Asia,Philippines,Aboitiz Power,Electrical Utilities & IPPs,,,,,,AP,XPHS,Philippine Stock Exchange,PHP
889,PH-7,Asia Pacific,Southeast Asia,Philippines,Bdo Unibank Inc,Banking Services,,PHY077751022,B5VJH76,,,BDO,XPHS,Philippine Stock Exchange,PHP
890,PH-8,Asia Pacific,Southeast Asia,Philippines,Bank Of The Philippine Islands,Banking Services,S60749686,PHY0967S1694,6074968,,,BPI,XPHS,Philippine Stock Exchange,PHP
891,PH-9,Asia Pacific,Southeast Asia,Philippines,Converge Information & Communicati,Telecommunications Services,,PHY1757W1054,BMH5517,,,CNVRG,XPHS,Philippine Stock Exchange,PHP
892,PH-10,Asia Pacific,Southeast Asia,Philippines,Dmci Holdings Inc,Consumer Goods Conglomerates,S62724836,PHY2088F1004,6272483,,,DMC,XPHS,Philippine Stock Exchange,PHP
893,PH-11,Asia Pacific,Southeast Asia,Philippines,Emperador,Beverages,,,,,,EMI,XPHS,Philippine Stock Exchange,PHP
894,PH-12,Asia Pacific,Southeast Asia,Philippines,Globe Telecom,Telecommunications Services,,,,,,GLO,XPHS,Philippine Stock Exchange,PHP
895,PH-13,Asia Pacific,Southeast Asia,Philippines,Gt Capital Holdings Inc,Automobiles & Auto Parts,,PHY290451046,B77H110,,,GTCAP,XPHS,Philippine Stock Exchange,PHP
896,PH-14,Asia Pacific,Southeast Asia,Philippines,International Container Terminal S,Transport Infrastructure,S64558190,PHY411571011,6455819,,,ICT,XPHS,Philippine Stock Exchange,PHP
897,PH-15,Asia Pacific,Southeast Asia,Philippines,Jollibee Foods Corp,Hotels & Entertainment Services,S64744949,PHY4466S1007,6474494,,,JFC,XPHS,Philippine Stock Exchange,PHP
898,PH-16,Asia Pacific,Southeast Asia,Philippines,Jg Summit Holdings Inc,Consumer Goods Conglomerates,S64664576,PHY444251177,6466457,,,JGS,XPHS,Philippine Stock Exchange,PHP
899,PH-17,Asia Pacific,Southeast Asia,Philippines,Lt Group Inc,Banking Services,,PHY5342M1000,B92RW83,,,LTG,XPHS,Philippine Stock Exchange,PHP
900,PH-18,Asia Pacific,Southeast Asia,Philippines,Metropolitan Bank And Trust Co,Banking Services,S65144420,PHY6028G1361,6514442,,,MBT,XPHS,Philippine Stock Exchange,PHP
901,PH-19,Asia Pacific,Southeast Asia,Philippines,Manila Electric,Electrical Utilities & IPPs,,PHY5764J1483,B247XZ6,,,MER,XPHS,Philippine Stock Exchange,PHP
902,PH-20,Asia Pacific,Southeast Asia,Philippines,Monde Nissin,Food & Tobacco,,,,,,MONDE,XPHS,Philippine Stock Exchange,PHP
903,PH-21,Asia Pacific,Southeast Asia,Philippines,Metro Pacific Inv Corp,Water Utilities,,PHY603051020,B1L8838,,,MPI,XPHS,Philippine Stock Exchange,PHP
904,PH-22,Asia Pacific,Southeast Asia,Philippines,Pure Gold Price Club Inc,Food & Drug Retailing,,PHY716171079,B725S29,,,PGOLD,XPHS,Philippine Stock Exchange,PHP
905,PH-23,Asia Pacific,Southeast Asia,Philippines,Semirara Mining And Power,Coal,,PHY7628G1124,BQ13Z04,,,SCC,XPHS,Philippine Stock Exchange,PHP
906,PH-24,Asia Pacific,Southeast Asia,Philippines,Sm Investments Corp,Food & Drug Retailing,,PHY806761029,B068DB9,,,SM,XPHS,Philippine Stock Exchange,PHP
907,PH-25,Asia Pacific,Southeast Asia,Philippines,San Miguel,Consumer Goods Conglomerates,,,,,,SMC,XPHS,Philippine Stock Exchange,PHP
