date,aud_usd,eur_usd,gbp_usd,usd_jpy,dxy,us2y,us10y,russell2000,sp500,vix,gold,silver
2025-10-26,0.6546,1.1536,1.3155,154.01,99.8,3.606,4.101,"2,479.38","6,840.20",17.44,"4,015.90",48.16
2025-11-02,0.6494,1.1566,1.3161,153.43,99.6,3.557,4.093,"2,432.82","6,728.80",19.08,"3,991.00",48.143
2025-11-09,0.6537,1.1621,1.3173,154.55,99.3,3.614,4.15,"2,388.23","6,734.11",19.83,"4,194.50",50.686
2025-11-16,0.6456,1.1513,1.3098,156.39,100.18,3.514,4.063,"2,369.59","6,602.99",23.43,"4,095.70",49.913
2025-11-23,0.655,1.1596,1.3238,156.18,99.44,3.491,4.019,"2,500.43","6,849.09",16.35,"4,202.30",57.163
2025-11-30,0.664,1.1643,1.3331,155.35,98.99,3.564,4.139,"2,521.48","6,870.40",15.41,"4,243.00",59.053
2025-12-07,0.6653,1.174,1.3372,155.82,98.4,3.531,4.196,"2,551.46","6,827.41",15.74,"4,313.00",62.007
2025-12-14,0.6612,1.171,1.3379,157.76,98.6,3.485,4.151,"2,529.42","6,834.50",14.91,"4,369.80",67.489
2025-12-21,0.6716,1.1772,1.35,156.57,98.02,3.483,4.134,"2,534.35","6,929.94",13.6,"4,534.80",77.196
2025-12-28,0.6694,1.172,1.346,156.84,98.42,3.477,4.189,"2,508.22","6,858.47",14.51,"4,329.60",71.015
2026-01-04,0.6687,1.1638,1.3403,157.89,99.13,3.54,4.171,"2,624.22","6,966.28",14.49,"4,517.10",79.075
2026-01-11,0.6683,1.1599,1.3383,158.12,99.39,3.599,4.231,"2,677.74","6,940.01",15.86,"4,611.80",88.226
2026-01-18,0.6896,1.1828,1.3645,155.72,97.6,3.605,4.239,"2,669.16","6,915.61",16.09,"4,998.00",101.002
2026-01-25,0.6962,1.185,1.3689,154.77,96.99,3.527,4.241,"2,613.74","6,939.03",17.44,"4,745.10",79.14
2026-02-01,0.7017,1.1817,1.3613,157.21,97.63,3.495,4.206,"2,670.34","6,932.30",17.76,"4,962.40",77.19
2026-02-08,0.7075,1.1869,1.3649,152.7,96.92,3.41,4.056,"2,646.70","6,836.17",20.6,"5,029.00",78.242
2026-02-15,0.7084,1.1782,1.3484,155.07,97.8,3.48,4.085,"2,663.78","6,909.51",19.09,"5,062.80",82.654
2026-02-22,0.7116,1.1814,1.3486,156.06,97.61,3.379,3.962,"2,632.36","6,878.88",19.86,"5,287.60",93.291
2026-03-01,0.703,1.1618,1.3413,157.8,98.99,3.556,4.132,"2,525.30","6,740.02",29.49,"5,177.80",84.014
2026-03-08,0.6981,1.1416,1.3226,159.73,100.36,3.734,4.285,"2,480.05","6,632.19",27.19,"5,079.90",81.058
2026-03-15,0.7024,1.1571,1.3342,159.23,99.65,3.894,4.392,"2,438.45","6,506.48",26.78,"4,592.00",69.42
2026-03-22,0.6873,1.151,1.326,160.32,100.15,3.916,4.44,"2,449.70","6,368.85",31.05,"4,508.60",69.561
2026-03-29,0.6891,1.1517,1.3194,159.59,100.22,3.852,4.346,"2,530.04","6,582.69",23.87,"4,679.70",73.48
2026-04-05,0.7062,1.172,1.3462,159.3,98.65,3.801,4.317,"2,630.59","6,816.89",19.23,"4,770.10",76.763
2026-04-12,0.7168,1.1764,1.3517,158.64,98.1,3.7,4.244,"2,776.90","7,126.06",17.48,"4,862.90",82.137
2026-04-19,0.7151,1.1722,1.3533,159.38,98.53,3.776,4.31,"2,787.00","7,165.08",18.71,"4,724.40",76.678
2026-04-26,0.7206,1.1721,1.3576,157.06,98.16,3.888,4.378,"2,812.82","7,230.12",16.99,"4,644.50",76.431
2026-05-03,0.7247,1.1786,1.3634,156.67,97.9,3.893,4.364,"2,861.21","7,398.93",17.19,"4,730.70",80.865
2026-05-10,0.7151,1.1626,1.3325,158.77,99.28,4.084,4.595,"2,793.30","7,408.50",18.43,"4,561.90",77.547
2026-05-17,0.7154,1.1642,1.3382,158.8,99.11,4.078,4.595,,,18.93,"4,555.55",76.53
