date,market_name,leveraged_long,leveraged_short,change_long,change_short,open_interest_long_pct,open_interest_short_pct
2020-10-13,US 10Y NOTE,348958,624694,-27680,-62562,10.8,19.2
2020-10-20,US 10Y NOTE,352008,632318,3050,7624,11,19.7
2020-10-27,US 10Y NOTE,324135,576717,-27873,-55601,10.3,18.3
2020-11-03,US 10Y NOTE,317487,565227,-6648,-11490,10.3,18.4
2020-11-10,US 10Y NOTE,429996,513434,112509,-51793,13.4,16
2020-11-17,US 10Y NOTE,421481,477889,-8515,-35545,13,14.7
2020-11-24,US 10Y NOTE,427406,568637,5925,90748,12.3,16.4
2020-12-01,US 10Y NOTE,358849,519654,-68557,-48983,11.2,16.2
2020-12-08,US 10Y NOTE,381753,583685,22904,64031,11.9,18.2
2020-12-15,US 10Y NOTE,375418,533485,-6335,-50200,11.7,16.7
2020-12-21,US 10Y NOTE,364716,521784,-10702,-11701,11.6,16.5
2020-12-29,US 10Y NOTE,383797,619602,19081,97818,11.8,19
2021-01-05,US 10Y NOTE,352471,615702,-31326,-3900,10.9,19.1
2021-01-12,US 10Y NOTE,451186,509425,98715,-106277,13.4,15.2
2021-01-19,US 10Y NOTE,513920,460281,62734,-49144,15.3,13.7
2021-01-26,US 10Y NOTE,500339,495068,-13581,34787,14.5,14.4
2021-02-02,US 10Y NOTE,612365,487457,112026,-7611,17.2,13.7
2021-02-09,US 10Y NOTE,597818,433729,-14547,-53728,16.5,12
2021-02-16,US 10Y NOTE,563024,360285,-34794,-73444,15.6,10
2021-02-23,US 10Y NOTE,558904,449047,-4120,88762,13.8,11.1
2021-03-02,US 10Y NOTE,733917,386069,175013,-62978,20.6,10.9
2021-03-09,US 10Y NOTE,845273,481324,111356,95255,23,13.1
2021-03-16,US 10Y NOTE,834988,490261,-10285,8937,21.9,12.9
2021-03-23,US 10Y NOTE,856758,538978,21770,48717,22.1,13.9
2021-03-30,US 10Y NOTE,812028,671485,-44730,132507,20.6,17.1
2021-04-06,US 10Y NOTE,829660,575476,17632,-96009,21.2,14.7
2021-04-13,US 10Y NOTE,838447,595136,8787,19660,21.5,15.3
2021-04-20,US 10Y NOTE,925611,601009,87164,5873,23.8,15.4
2021-04-27,US 10Y NOTE,893729,617458,-31882,16449,22.4,15.5
2021-05-04,US 10Y NOTE,1144306,697096,250577,79638,26.9,16.4
2021-05-11,US 10Y NOTE,1199570,694394,55264,-2702,27.9,16.2
2021-05-18,US 10Y NOTE,1114464,716837,-85106,22443,26.4,17
2021-05-25,US 10Y NOTE,1193871,681954,79407,-34883,26.5,15.1
2021-06-01,US 10Y NOTE,1315341,749774,121470,67820,30.1,17.1
2021-06-08,US 10Y NOTE,1312178,778515,-3163,28741,29.7,17.6
2021-06-15,US 10Y NOTE,1224909,832341,-87269,53826,27.8,18.9
2021-06-22,US 10Y NOTE,1143664,748703,-81245,-83638,26.8,17.5
2021-06-29,US 10Y NOTE,1143700,726968,36,-21735,26.6,16.9
2021-07-06,US 10Y NOTE,1132882,680870,-10818,-46098,26.5,15.9
2021-07-13,US 10Y NOTE,1047559,632653,-85323,-48217,25.2,15.2
2021-07-20,US 10Y NOTE,1080971,627967,33412,-4686,26,15.1
2021-07-27,US 10Y NOTE,956256,576546,-124715,-51421,23.5,14.2
2021-08-03,US 10Y NOTE,957556,556434,1300,-20112,23.4,13.6
2021-08-10,US 10Y NOTE,861372,558044,-96184,1610,21.1,13.7
2021-08-17,US 10Y NOTE,822013,542475,-39359,-15569,20.2,13.3
2021-08-24,US 10Y NOTE,800611,586621,-21402,44146,19.2,14
2021-08-31,US 10Y NOTE,773159,501404,-27452,-85217,19.6,12.7
2021-09-07,US 10Y NOTE,715158,507527,-58001,6123,18.3,13
2021-09-14,US 10Y NOTE,787149,494339,71991,-13188,20,12.5
2021-09-21,US 10Y NOTE,853740,498222,66591,3883,21.7,12.7
2021-09-28,US 10Y NOTE,950543,507240,96803,9018,23.4,12.5
2021-10-05,US 10Y NOTE,1032713,494749,82170,-12491,25.4,12.2
2021-10-12,US 10Y NOTE,1058990,451285,26277,-43464,25.8,11
2021-10-19,US 10Y NOTE,951212,449259,-107778,-2026,23.2,11
2021-10-26,US 10Y NOTE,860536,535709,-90676,86450,21.5,13.4
2021-11-02,US 10Y NOTE,742069,499445,-118467,-36264,18.7,12.6
2021-11-09,US 10Y NOTE,696216,480116,-45853,-19329,17.9,12.4
2021-11-16,US 10Y NOTE,791240,497483,95024,17367,19.9,12.5
2021-11-23,US 10Y NOTE,829323,461239,38083,-36244,20.1,11.2
2021-11-30,US 10Y NOTE,729983,487793,-99340,26554,19.2,12.8
2021-12-07,US 10Y NOTE,672840,476552,-57143,-11241,17.8,12.6
2021-12-14,US 10Y NOTE,684704,509520,11864,32968,18.2,13.5
2021-12-21,US 10Y NOTE,669203,557870,-15501,48350,17.6,14.7
2021-12-28,US 10Y NOTE,624858,585680,-44345,27810,16.2,15.2
2022-01-04,US 10Y NOTE,679051,604408,54193,18728,17.5,15.6
2022-01-11,US 10Y NOTE,715487,576918,36436,-27490,18.8,15.1
2022-01-18,US 10Y NOTE,762150,529330,46663,-47588,19.6,13.6
2022-01-25,US 10Y NOTE,753382,447006,-8768,-82324,20.1,11.9
2022-02-01,US 10Y NOTE,888568,525994,135186,78988,22.6,13.4
2023-01-03,US 10Y NOTE,208101,1028715,4199,18942,5.4,26.7
2023-01-10,US 10Y NOTE,305702,1039383,97601,10668,7.8,26.7
2023-01-17,US 10Y NOTE,277580,1167078,-28122,127695,6.9,29
2023-01-24,US 10Y NOTE,315234,1232310,37654,65232,7.6,29.9
2023-01-31,US 10Y NOTE,339296,1237096,24062,4786,8.2,29.8
2023-02-07,US 10Y NOTE,324354,1296985,-14942,59889,7.7,30.7
2023-02-14,US 10Y NOTE,304648,1265056,-19706,-31929,7.2,29.9
2023-02-21,US 10Y NOTE,356489,1149482,51841,-115574,8.2,26.5
2023-02-28,US 10Y NOTE,352625,1201274,-3864,51792,8.2,27.9
2023-03-07,US 10Y NOTE,339192,1183995,-13433,-17279,7.9,27.7
2023-03-14,US 10Y NOTE,374112,1199946,34920,15951,8.9,28.6
2023-03-21,US 10Y NOTE,359577,1255535,-14535,55589,8.7,30.2
2023-03-28,US 10Y NOTE,339361,1225470,-20216,-30065,8.2,29.7
2023-04-04,US 10Y NOTE,362137,1307204,22776,81734,8.5,30.7
2023-04-11,US 10Y NOTE,325357,1426238,-36780,119034,7.6,33.4
2023-04-18,US 10Y NOTE,321540,1556601,-3817,130363,7.3,35.4
2023-04-25,US 10Y NOTE,292526,1521634,-29014,-34967,6.7,34.9
2023-05-02,US 10Y NOTE,315916,1641471,23390,119837,7.2,37.3
2023-05-09,US 10Y NOTE,290226,1702653,-25690,61182,6.4,37.8
2023-05-16,US 10Y NOTE,351260,1774723,61034,72070,7.4,37.6
2023-05-23,US 10Y NOTE,328177,1806511,-23083,31788,6.7,36.9
2023-05-30,US 10Y NOTE,290273,1768219,-37904,-38292,6.1,37.4
2023-06-06,US 10Y NOTE,289236,1704521,-1037,-63698,6.3,37.2
2023-06-13,US 10Y NOTE,319100,1664783,29864,-39738,6.9,36
2023-06-20,US 10Y NOTE,331454,1730273,12354,65490,7.1,37.3
2023-06-27,US 10Y NOTE,319350,1769626,-12104,39353,6.8,37.9
2023-07-03,US 10Y NOTE,344171,1786737,24821,17111,7.3,37.7
2023-07-11,US 10Y NOTE,392205,1679239,48034,-107498,8.2,35
2023-07-18,US 10Y NOTE,384989,1626889,-7216,-52350,8.1,34.3
2023-07-25,US 10Y NOTE,387783,1621127,2794,-5762,8.2,34.2
2023-08-01,US 10Y NOTE,408792,1688771,21009,67644,8.5,35
2023-08-08,US 10Y NOTE,445219,1732339,36427,43568,9.1,35.6
2023-08-15,US 10Y NOTE,432910,1746329,-12309,13990,8.9,36
2023-08-22,US 10Y NOTE,397513,1765801,-35397,19472,8.1,36
2023-08-29,US 10Y NOTE,342237,1758519,-55276,-7282,7.1,36.4
2023-09-05,US 10Y NOTE,350909,1759557,8672,1038,7.4,37.3
2023-09-12,US 10Y NOTE,331316,1713291,-19593,-46266,7.1,36.6
2023-09-19,US 10Y NOTE,334046,1695473,2730,-17818,7.1,36.1
2023-09-26,US 10Y NOTE,317561,1747171,-16485,51698,6.7,36.6
2023-10-03,US 10Y NOTE,355369,1755897,37808,8726,7.4,36.7
2023-10-10,US 10Y NOTE,414736,1789250,59367,33353,8.7,37.7
2023-10-17,US 10Y NOTE,376790,1775588,-37946,-13662,8.1,38
2023-10-24,US 10Y NOTE,412253,1764091,35463,-11497,8.9,38.1
2023-10-31,US 10Y NOTE,402166,1842107,-10087,78016,8.6,39.3
2023-11-07,US 10Y NOTE,373870,1746308,-28296,-95799,8.1,37.7
2023-11-14,US 10Y NOTE,404848,1862635,30978,116327,8.5,39.3
2023-11-21,US 10Y NOTE,365976,1821446,-38872,-41189,7.4,36.7
2023-11-28,US 10Y NOTE,379923,1834474,13947,13028,8,38.4
2023-12-05,US 10Y NOTE,367684,1694612,-12239,-139862,8.1,37.4
2023-12-12,US 10Y NOTE,302710,1628607,-64974,-66005,6.8,36.4
2023-12-19,US 10Y NOTE,318463,1719047,15753,90440,7,37.8
2023-12-26,US 10Y NOTE,317495,1783449,-968,64402,6.9,38.9
2024-01-02,US 10Y NOTE,293812,1831940,-23683,48491,6.4,39.6
2024-01-09,US 10Y NOTE,339062,1846769,45250,14829,7.3,39.7
2024-01-16,US 10Y NOTE,346550,1923486,7488,76717,7.3,40.5
2024-01-23,US 10Y NOTE,310214,1887752,-36336,-35734,6.7,40.6
2024-01-30,US 10Y NOTE,306284,1983155,-3930,95403,6.5,41.9
2024-02-06,US 10Y NOTE,289952,1885943,-16332,-97212,6.2,40.1
2024-02-13,US 10Y NOTE,306583,1799733,16631,-86210,6.5,38
2024-02-20,US 10Y NOTE,314567,1753759,7984,-45974,6.5,36.4
2024-02-27,US 10Y NOTE,286044,1639888,-28523,-113871,6.3,36.2
2024-03-05,US 10Y NOTE,265657,1508932,-20387,-130956,6.2,35.3
2024-03-12,US 10Y NOTE,281599,1515557,15942,6625,6.6,35.6
2024-03-19,US 10Y NOTE,294627,1520963,13028,5406,6.9,35.5
2024-03-26,US 10Y NOTE,298177,1573543,3550,52580,6.9,36.3
2024-04-02,US 10Y NOTE,273645,1586812,-24532,13269,6.2,36.2
2024-04-09,US 10Y NOTE,282520,1519813,8875,-66999,6.5,34.8
2024-04-16,US 10Y NOTE,325388,1391760,42868,-128053,7.3,31.4
2024-04-23,US 10Y NOTE,338162,1470337,12774,78577,7.5,32.8
2024-04-30,US 10Y NOTE,235281,1469096,-102881,-1241,5.3,33.3
2024-05-07,US 10Y NOTE,246453,1601121,11172,132025,5.6,36.3
2024-05-14,US 10Y NOTE,326263,1562135,79810,-38986,7.3,35.2
2024-05-21,US 10Y NOTE,293488,1562183,-32775,48,6.4,34.3
2024-05-28,US 10Y NOTE,286728,1542612,-6760,-19571,5.8,31.5
2024-06-04,US 10Y NOTE,260297,1508993,-26431,-33619,5.9,34.2
2024-06-11,US 10Y NOTE,290053,1417562,29756,-91431,6.7,32.9
2024-06-18,US 10Y NOTE,234998,1437390,-55055,19828,5.4,33.1
2024-06-25,US 10Y NOTE,248168,1454988,13170,17598,5.7,33.6
2024-07-02,US 10Y NOTE,242511,1486837,-5657,31849,5.5,34
2024-07-09,US 10Y NOTE,292003,1594103,49492,107266,6.5,35.4
2024-07-16,US 10Y NOTE,167589,1670715,-124414,76612,3.7,36.7
2024-07-23,US 10Y NOTE,209378,1740347,41789,69632,4.6,38
2024-07-30,US 10Y NOTE,191360,1935065,-18018,194718,4,40.7
2024-08-06,US 10Y NOTE,223940,2039977,32580,104912,4.6,41.7
2024-08-13,US 10Y NOTE,228499,2237595,4559,197618,4.5,44.5
2024-08-20,US 10Y NOTE,188809,2373719,-39690,136124,3.6,44.9
2024-08-27,US 10Y NOTE,175691,2108295,-13118,-265424,3.2,38.7
2024-09-03,US 10Y NOTE,214904,2154029,39213,45734,4.5,44.8
2024-09-10,US 10Y NOTE,174969,2140405,-39935,-13624,3.7,44.8
2024-09-17,US 10Y NOTE,187082,2271474,12113,131069,3.8,46.4
2024-09-24,US 10Y NOTE,246252,2307097,59170,35623,5,46.7
2024-10-01,US 10Y NOTE,219003,2379623,-27249,72526,4.4,47.9
2024-10-08,US 10Y NOTE,212594,2247725,-6409,-131898,4.4,46.5
2024-10-15,US 10Y NOTE,229558,2160386,16964,-87339,4.9,45.9
2024-10-22,US 10Y NOTE,251512,2179326,21954,18940,5.4,46.8
2024-10-29,US 10Y NOTE,195085,2161575,-56427,-17751,4.2,47
2024-11-05,US 10Y NOTE,224904,2056531,29819,-105044,4.9,45
2024-11-12,US 10Y NOTE,222195,1979907,-2709,-76624,4.8,43.1
2024-11-19,US 10Y NOTE,237474,1898948,15279,-80959,5,40
2024-11-26,US 10Y NOTE,258282,1967686,20808,68738,5.3,40.4
2024-12-03,US 10Y NOTE,241161,1932181,-17121,-35505,5.4,42.9
2024-12-10,US 10Y NOTE,244184,1951857,3023,19676,5.5,43.9
2024-12-17,US 10Y NOTE,285142,1906348,40958,-45509,6.4,42.7
2024-12-24,US 10Y NOTE,316126,1788593,30984,-117755,7.1,40
2024-12-31,US 10Y NOTE,318360,1821263,2234,32670,7.1,40.3
2025-01-07,US 10Y NOTE,425270,1865453,106910,44190,9.2,40.2
2025-01-14,US 10Y NOTE,493736,1761347,68466,-104106,10.5,37.4
2025-01-21,US 10Y NOTE,449978,1802008,-43758,40661,9.5,37.9
2025-01-28,US 10Y NOTE,472077,2032824,22099,230816,9.7,41.6
2025-02-04,US 10Y NOTE,505277,2015295,33200,-17529,10.3,41.1
2025-02-11,US 10Y NOTE,503823,2048572,-1454,33277,10.2,41.5
2025-02-18,US 10Y NOTE,530433,1913104,26610,-135468,10.1,36.5
2025-02-25,US 10Y NOTE,475999,1807498,-54434,-105606,9.1,34.7
2025-03-04,US 10Y NOTE,419784,1839682,-56215,32184,8.9,39.1
2025-03-11,US 10Y NOTE,385447,1818554,-34337,-21128,8.2,38.7
2025-03-18,US 10Y NOTE,349415,1942186,-36032,123632,7.2,39.9
2025-03-25,US 10Y NOTE,424081,1979943,74666,37757,8.6,40.2
2025-04-01,US 10Y NOTE,347325,1987738,-76756,7795,7.1,40.6
2025-04-08,US 10Y NOTE,214158,2087845,-133167,100107,4.4,42.7
2025-04-15,US 10Y NOTE,201132,2012009,-13026,-75836,4.2,42.3
2025-04-22,US 10Y NOTE,204338,1981285,3206,-30724,4.3,41.9
2025-04-29,US 10Y NOTE,237175,2070536,32837,89251,4.9,42.4
2025-05-06,US 10Y NOTE,191813,2228175,-45362,157639,3.8,44.6
2025-05-13,US 10Y NOTE,193076,2132082,1263,-96093,3.7,41.3
2025-05-20,US 10Y NOTE,198299,2145615,5223,13533,3.8,41
2025-05-27,US 10Y NOTE,187765,2114026,-10534,-31589,3.6,40.2
2025-06-03,US 10Y NOTE,247132,2198795,59367,84769,5.2,46.1
2025-06-10,US 10Y NOTE,244639,2187895,-2493,-10900,5.2,46.2
2025-06-17,US 10Y NOTE,248390,2265686,3751,77791,5.1,46.9
2025-06-24,US 10Y NOTE,351813,2266214,103423,528,7.2,46.1
2025-07-01,US 10Y NOTE,334595,2368934,-17218,102720,6.6,46.9
2025-07-08,US 10Y NOTE,270550,2328835,-64045,-40099,5.5,47.3
2025-07-15,US 10Y NOTE,294651,2268238,24101,-60597,6,46.3
2025-07-22,US 10Y NOTE,296657,2226817,2006,-41421,6.2,46.2
2025-07-29,US 10Y NOTE,305106,2503548,8449,276731,6.2,50.5
2025-08-05,US 10Y NOTE,392296,2638835,87190,135287,7.7,51.5
2025-08-12,US 10Y NOTE,371226,2701378,-21070,62543,7,50.6
2025-08-19,US 10Y NOTE,316923,2733883,-54303,32505,5.9,51.2
2025-08-26,US 10Y NOTE,279703,2814319,-37220,80436,5,49.9
2025-09-02,US 10Y NOTE,348005,2875945,68302,61626,6.7,55.2
2025-09-09,US 10Y NOTE,432190,2851260,84185,-24685,8.2,54.1
2025-09-16,US 10Y NOTE,517136,2920409,84946,69149,9.6,54
2025-09-23,US 10Y NOTE,509502,2851346,-7634,-69063,9.3,52.1
2025-09-30,US 10Y NOTE,531870,2811864,22368,-39482,9.7,51.5
2025-10-07,US 10Y NOTE,449760,2766523,-82110,-45341,8.3,51.2
2025-10-14,US 10Y NOTE,456155,2796690,6395,30167,8.4,51.6
2025-10-21,US 10Y NOTE,522549,2907001,66394,110311,9.5,52.9
2025-10-28,US 10Y NOTE,516974,2876359,-5575,-30642,9.3,51.7
2025-11-04,US 10Y NOTE,493775,2789803,-23199,-86556,9,51
2025-11-10,US 10Y NOTE,542889,2829589,49114,39786,9.8,50.9
2025-11-18,US 10Y NOTE,593164,2954775,50275,125186,10.3,51.1
2025-11-25,US 10Y NOTE,674657,3033973,81493,79198,11.2,50.2
2025-12-02,US 10Y NOTE,706619,2960717,31962,-73256,12.5,52.5
2025-12-09,US 10Y NOTE,577108,2858231,-129511,-102486,10.5,51.8
2025-12-16,US 10Y NOTE,498294,2764315,-78814,-93916,9.2,50.9
2025-12-23,US 10Y NOTE,527617,2825944,29323,61629,9.5,50.7
2025-12-30,US 10Y NOTE,447219,2805356,-80398,-20588,8.1,51
2026-01-06,US 10Y NOTE,431405,2767144,-15814,-38212,7.8,50
2026-01-13,US 10Y NOTE,479823,2750684,48418,-16460,8.4,48.2
2026-01-20,US 10Y NOTE,555759,2647983,75936,-102701,9.7,46.1
2026-01-27,US 10Y NOTE,353736,2507898,-202023,-140085,6.2,44.1
2026-02-03,US 10Y NOTE,367330,2456455,13594,-51443,6.7,44.7
2026-02-10,US 10Y NOTE,424385,2455302,57055,-1153,7.7,44.6
2026-02-17,US 10Y NOTE,460633,2520883,36248,65581,8.1,44.1
2026-02-24,US 10Y NOTE,533660,2521440,73027,557,8.9,42.2
2026-03-03,US 10Y NOTE,514356,2436925,-19304,-84515,9.4,44.6
2026-03-10,US 10Y NOTE,481758,2360686,-32598,-76239,9,44.3
2026-03-17,US 10Y NOTE,473749,2408677,-8009,47991,9,45.6
2026-03-24,US 10Y NOTE,513011,2361776,39262,-46901,9.9,45.7
2026-03-31,US 10Y NOTE,378053,2333784,-134958,-27992,7.3,45.3
2026-04-07,US 10Y NOTE,332646,2308331,-45407,-25453,6.5,45.1
2026-04-14,US 10Y NOTE,328463,2338434,-4183,30103,6.3,45.1
2025-07-01,US 10Y NOTE,334595,2368934,-17218,102720,6.6,46.9
2025-07-08,US 10Y NOTE,270550,2328835,-64045,-40099,5.5,47.3
2025-07-15,US 10Y NOTE,294651,2268238,24101,-60597,6,46.3
2025-07-22,US 10Y NOTE,296657,2226817,2006,-41421,6.2,46.2
2025-07-29,US 10Y NOTE,305106,2503548,8449,276731,6.2,50.5
2025-08-05,US 10Y NOTE,392296,2638835,87190,135287,7.7,51.5
2025-08-12,US 10Y NOTE,371226,2701378,-21070,62543,7,50.6
2025-08-19,US 10Y NOTE,316923,2733883,-54303,32505,5.9,51.2
2025-08-26,US 10Y NOTE,279703,2814319,-37220,80436,5,49.9
2025-09-02,US 10Y NOTE,348005,2875945,68302,61626,6.7,55.2
2025-09-09,US 10Y NOTE,432190,2851260,84185,-24685,8.2,54.1
2025-09-16,US 10Y NOTE,517136,2920409,84946,69149,9.6,54
2025-09-23,US 10Y NOTE,509502,2851346,-7634,-69063,9.3,52.1
2025-09-30,US 10Y NOTE,531870,2811864,22368,-39482,9.7,51.5
2025-10-07,US 10Y NOTE,449760,2766523,-82110,-45341,8.3,51.2
2025-10-14,US 10Y NOTE,456155,2796690,6395,30167,8.4,51.6
2025-10-21,US 10Y NOTE,522549,2907001,66394,110311,9.5,52.9
2025-10-28,US 10Y NOTE,516974,2876359,-5575,-30642,9.3,51.7
2025-11-04,US 10Y NOTE,493775,2789803,-23199,-86556,9,51
2025-11-11,US 10Y NOTE,542889,2829589,49114,39786,9.8,50.9
2025-11-18,US 10Y NOTE,593164,2954775,50275,125186,10.3,51.1
2025-11-25,US 10Y NOTE,674657,3033973,81493,79198,11.2,50.2
2025-12-02,US 10Y NOTE,706619,2960717,31962,-73256,12.5,52.5
2025-12-09,US 10Y NOTE,577108,2858231,-129511,-102486,10.5,51.8
2025-12-16,US 10Y NOTE,498294,2764315,-78814,-93916,9.2,50.9
2025-12-23,US 10Y NOTE,527617,2825944,29323,61629,9.5,50.7
2025-12-30,US 10Y NOTE,447219,2805356,-80398,-20588,8.1,51
2026-01-06,US 10Y NOTE,431405,2767144,-15814,-38212,7.8,50
2026-01-13,US 10Y NOTE,479823,2750684,48418,-16460,8.4,48.2
2026-01-20,US 10Y NOTE,555759,2647983,75936,-102701,9.7,46.1
2026-01-27,US 10Y NOTE,353736,2507898,-202023,-140085,6.2,44.1
2026-02-03,US 10Y NOTE,367330,2456455,13594,-51443,6.7,44.7
2026-02-10,US 10Y NOTE,424385,2455302,57055,-1153,7.7,44.6
2026-02-17,US 10Y NOTE,460633,2520883,36248,65581,8.1,44.1
2026-02-24,US 10Y NOTE,533660,2521440,73027,557,8.9,42.2
2026-03-03,US 10Y NOTE,514356,2436925,-19304,-84515,9.4,44.6
2026-03-10,US 10Y NOTE,481758,2360686,-32598,-76239,9,44.3
2026-03-17,US 10Y NOTE,473749,2408677,-8009,47991,9,45.6
2026-03-24,US 10Y NOTE,513011,2361776,39262,-46901,9.9,45.7
2026-03-31,US 10Y NOTE,378053,2333784,-134958,-27992,7.3,45.3
2026-04-07,US 10Y NOTE,332646,2308331,-45407,-25453,6.5,45.1
2026-04-14,US 10Y NOTE,328463,2338434,-4183,30103,6.3,45.1
2026-04-21,US 10Y NOTE,275795,2316070,-52668,-22364,5.3,44.4
2026-04-28,US 10Y NOTE,341888,2437687,66093,121617,6.4,45.4
2026-05-05,US 10Y NOTE,325504,2329352,-16384,-108335,6.1,43.4
2026-05-12,US 10Y NOTE,378452,2335394,52948,6042,6.5,39.8
2026-05-19,US 10Y NOTE,413821,2366558,35369,31164,7.1,40.6
2026-05-26,US 10Y NOTE,405403,2411383,-8418,44825,6.5,38.6
2026-06-02,US 10Y NOTE,398043,2361137,-7360,-50246,7.5,44.4
2026-06-09,US 10Y NOTE,349939,2329450,-48104,-31687,6.7,44.4
2026-06-16,US 10Y NOTE,298774,2381010,-51165,51560,5.6,44.7
2026-06-23,US 10Y NOTE,328812,2267559,30038,-113451,6.2,43
